APM,Precision,AvgDistance,DamageTakenPerMin,DamageDealtPerMin,RangedRatio,DashPerMin,ShieldPerMin,TimeInRiskZone,RewardChosen,PerfilJugador
31.57,0.59,4.33,118.9,606.24,0.5,7.09,5.18,0.32,Armor,Unskilful
58.94,0.88,2.74,225.4,1253.57,0.0,9.8,0.09,0.78,Sword Damage,Berserker
32.41,0.99,3.99,84.75,997.1,0.48,11.02,4.79,0.26,Sword Damage,Expert
12.44,0.9,4.17,57.09,427.67,1.0,5.86,1.26,0.34,Armor,Tactic
59.35,0.95,3.55,133.83,1226.7,0.0,18.46,0.01,0.69,Velocity,Berserker
20.89,0.88,6.74,53.42,621.65,0.92,10.71,3.03,0.06,Armor,Tactic
21.37,0.91,6.47,10.52,676.45,1.0,10.04,3.35,0.06,Bow Damage,Tactic
26.92,0.63,4.39,92.0,517.81,0.28,4.63,5.72,0.45,Max Health,Unskilful
50.22,0.53,2.37,145.64,719.53,0.25,4.22,3.37,0.73,Max Health,Unskilful
41.27,1.0,3.17,189.87,1325.47,0.31,18.21,2.87,0.54,Bow Damage,Speedrunner
23.61,0.67,4.85,96.75,490.32,0.4,7.61,6.95,0.29,Shield,Unskilful
12.63,0.91,4.19,61.08,368.48,1.0,6.28,0.09,0.36,Armor,Tactic
41.43,0.94,3.48,327.79,895.02,0.0,15.93,0.87,0.52,Sword Damage,Berserker
42.56,0.95,3.14,310.45,951.14,0.0,17.38,0.92,0.53,Sword Damage,Berserker
66.95,0.93,3.34,218.55,1728.33,0.0,10.28,0.08,0.69,Velocity,Berserker
30.81,0.99,5.1,56.01,923.12,0.56,8.96,6.32,0.23,Bow Damage,Expert
20.56,0.99,6.96,0.0,726.62,0.99,6.7,0.0,0.06,Shield,Tactic
55.07,0.95,2.55,216.75,1245.35,0.0,6.92,0.0,0.72,Health,Berserker
49.02,0.84,4.33,156.67,779.98,0.0,10.59,0.0,0.77,Max Health,Berserker
47.43,0.82,2.83,79.35,711.26,0.0,5.79,0.05,0.67,Max Health,Berserker
43.97,0.82,4.12,132.3,1048.55,0.32,17.61,7.03,0.43,Velocity,Speedrunner
57.8,0.82,1.62,269.3,990.2,0.0,12.27,0.01,0.93,Sword Damage,Berserker
27.2,1.0,5.04,13.28,815.45,0.59,16.31,3.88,0.22,Bow Damage,Expert
17.59,0.9,6.22,79.28,541.19,1.0,6.81,1.04,0.01,Bow Damage,Tactic
21.68,0.85,6.31,40.31,635.13,0.98,7.54,0.12,0.07,Armor,Tactic
33.49,0.4,5.43,85.15,491.82,0.4,6.31,5.34,0.27,Health,Unskilful
29.44,0.49,3.56,112.16,481.41,0.46,1.05,3.33,0.32,Health,Unskilful
22.01,0.95,6.67,6.67,576.7,0.72,6.45,0.0,0.04,Bow Damage,Expert
22.23,0.93,5.19,27.55,723.34,0.72,12.83,3.06,0.1,Shield,Expert
61.46,1.0,2.55,132.63,1413.47,0.0,10.02,0.13,0.79,Max Health,Berserker
26.46,1.0,4.11,40.56,782.58,0.49,5.47,4.98,0.36,Bow Damage,Expert
67.96,0.78,2.37,282.08,1545.15,0.0,10.03,0.02,0.87,Velocity,Berserker
54.54,0.95,5.49,291.72,1342.51,0.0,9.5,0.15,0.48,Sword Damage,Berserker
38.74,1.0,4.54,145.36,1212.71,0.58,13.73,2.86,0.3,Sword Damage,Speedrunner
43.77,0.93,3.76,177.78,1584.32,0.38,7.1,3.26,0.43,Health,Speedrunner
64.24,0.9,1.56,195.63,1251.96,0.0,14.34,0.0,0.83,Sword Damage,Berserker
21.94,0.82,4.16,186.91,589.59,0.55,10.87,2.38,0.69,Velocity,Expert
48.62,0.91,3.78,126.96,1205.82,0.37,14.08,8.36,0.58,Bow Damage,Speedrunner
55.64,0.94,5.3,288.81,1449.16,0.0,10.06,0.0,0.45,Sword Damage,Berserker
16.83,0.92,6.67,0.0,564.26,1.0,12.84,2.8,0.09,Bow Damage,Tactic
19.77,0.99,7.17,0.0,705.84,0.99,9.17,0.28,0.02,Bow Damage,Tactic
21.32,0.64,4.93,89.87,486.85,0.64,9.44,5.65,0.17,Health,Unskilful
39.98,0.91,3.33,70.88,1233.82,0.49,11.98,2.86,0.35,Velocity,Speedrunner
15.78,0.8,7.56,15.78,441.79,1.0,8.42,1.05,0.0,Shield,Tactic
30.73,1.0,6.0,19.2,844.98,0.5,9.6,3.84,0.26,Shield,Expert
23.11,0.67,5.18,104.56,507.64,0.63,9.4,5.42,0.23,Health,Unskilful
25.91,1.0,5.92,22.45,830.3,0.79,9.08,1.72,0.23,Shield,Tactic
43.25,1.0,4.47,77.71,1272.55,0.35,5.18,8.91,0.53,Velocity,Speedrunner
49.42,0.51,2.36,140.09,725.15,0.21,4.43,2.93,0.76,Max Health,Unskilful
54.07,0.84,4.41,143.95,1190.34,0.36,13.33,5.26,0.47,Sword Damage,Speedrunner
24.78,1.0,6.11,0.0,833.83,1.0,7.32,0.05,0.0,Max Health,Tactic
31.86,0.65,4.33,177.33,634.58,0.44,3.48,3.25,0.4,Armor,Unskilful
37.72,0.42,3.27,99.21,443.35,0.19,5.3,6.19,0.49,Shield,Unskilful
30.4,0.7,4.5,196.17,714.53,0.4,2.81,6.2,0.39,Health,Unskilful
37.46,0.51,6.17,143.88,650.73,0.56,2.93,1.63,0.13,Shield,Unskilful
37.39,0.53,6.18,149.56,657.88,0.52,3.17,1.19,0.15,Shield,Unskilful
27.1,0.93,4.57,35.5,690.18,0.53,12.41,1.16,0.23,Velocity,Expert
60.16,0.8,2.29,165.45,1203.29,0.0,15.04,0.0,0.71,Sword Damage,Berserker
21.46,0.92,6.06,8.85,714.82,1.0,10.48,3.39,0.06,Bow Damage,Tactic
29.45,0.93,4.45,81.12,1442.96,0.73,13.6,4.23,0.26,Health,Expert
23.03,0.76,5.98,29.18,522.84,0.69,12.44,3.41,0.16,Armor,Tactic
17.41,0.94,6.19,77.09,529.23,1.0,6.24,0.63,0.03,Bow Damage,Tactic
25.72,0.61,4.75,128.98,524.63,0.51,5.34,2.21,0.44,Health,Unskilful
15.85,0.8,7.48,9.95,449.22,0.99,7.92,0.57,0.0,Shield,Tactic
27.6,0.64,4.49,99.58,491.31,0.27,4.22,5.59,0.42,Max Health,Unskilful
57.18,1.0,2.67,187.0,1605.22,0.27,14.78,6.96,0.64,Velocity,Speedrunner
29.55,0.83,5.05,31.78,777.42,0.53,16.28,5.2,0.16,Sword Damage,Expert
21.18,1.0,7.28,2.15,727.8,1.0,8.52,0.11,0.04,Armor,Tactic
34.17,0.67,4.73,139.8,646.67,0.28,3.98,6.08,0.37,Health,Unskilful
20.35,1.0,6.5,0.0,723.06,0.98,8.73,0.0,0.07,Shield,Tactic
93.27,0.83,2.11,225.65,1480.79,0.0,0.66,0.0,0.84,Sword Damage,Berserker
31.19,0.73,4.17,118.09,600.01,0.39,4.94,3.95,0.4,Armor,Unskilful
20.56,0.92,7.74,24.52,649.2,0.99,0.05,0.3,0.02,Max Health,Tactic
49.98,0.87,2.41,213.78,1123.62,0.21,10.4,2.23,0.7,Sword Damage,Speedrunner
36.38,0.93,5.34,117.95,1312.42,0.3,11.5,2.18,0.27,Health,Expert
38.51,0.98,3.69,80.2,1083.38,0.32,17.06,6.7,0.54,Sword Damage,Speedrunner
57.09,0.44,4.21,146.98,758.0,0.21,3.32,8.67,0.49,Health,Unskilful
58.7,1.0,3.05,259.56,1694.84,0.2,11.68,7.5,0.69,Max Health,Speedrunner
26.05,0.65,4.66,102.06,485.68,0.41,7.74,6.54,0.3,Shield,Unskilful
29.35,0.5,5.6,109.38,500.19,0.7,4.48,2.28,0.17,Health,Unskilful
63.03,1.0,2.71,124.96,1380.96,0.0,10.64,0.04,0.78,Max Health,Berserker
73.43,0.9,1.98,239.44,1257.96,0.0,8.33,0.11,0.83,Health,Berserker
44.9,0.94,3.74,92.12,1139.94,0.43,10.61,6.85,0.48,Shield,Expert
23.49,0.66,5.03,138.79,504.02,0.49,3.43,4.24,0.4,Shield,Unskilful
27.56,1.0,4.28,48.18,812.48,0.48,5.18,5.39,0.39,Bow Damage,Expert
70.4,0.91,4.15,227.09,1300.88,0.0,13.26,0.05,0.76,Sword Damage,Berserker
69.2,0.84,2.54,324.48,1258.29,0.0,13.45,0.0,0.75,Max Health,Berserker
27.65,0.64,4.29,130.37,605.39,0.4,8.73,5.51,0.34,Armor,Unskilful
22.95,1.0,5.34,11.36,791.5,1.0,6.18,9.29,0.09,Armor,Tactic
35.26,0.38,5.41,98.09,465.67,0.4,6.11,5.15,0.28,Health,Unskilful
59.14,0.8,2.36,162.83,1226.73,0.0,14.25,0.03,0.7,Sword Damage,Berserker
27.28,1.0,5.23,138.1,1183.44,0.48,11.21,3.63,0.36,Health,Expert
23.47,0.75,5.7,20.77,535.92,0.67,12.13,3.2,0.16,Armor,Tactic
45.99,0.8,3.68,169.06,1216.31,0.3,15.64,5.12,0.39,Health,Speedrunner
21.43,0.92,6.39,2.8,739.0,0.93,8.17,0.0,0.01,Bow Damage,Tactic
50.28,0.84,4.25,143.62,772.79,0.0,11.39,0.05,0.79,Max Health,Berserker
62.99,0.93,2.26,234.65,1253.97,0.0,9.27,0.21,0.77,Health,Berserker
82.19,0.84,3.98,404.66,2337.13,0.0,0.1,0.12,0.73,Sword Damage,Berserker
61.8,1.0,3.3,265.94,1685.5,0.19,11.18,7.66,0.68,Max Health,Speedrunner
38.1,0.92,5.34,101.07,1303.26,0.29,11.85,2.72,0.27,Health,Expert
29.76,0.5,3.84,107.05,491.9,0.49,0.86,3.06,0.3,Health,Unskilful
27.04,0.84,3.94,86.49,847.98,0.57,13.22,3.77,0.39,Shield,Expert
36.81,0.48,6.11,144.28,670.83,0.53,3.2,1.57,0.17,Shield,Unskilful
52.18,0.85,3.23,221.9,1048.05,0.0,13.96,0.04,0.64,Max Health,Berserker
22.39,0.88,4.16,179.7,504.21,0.42,10.42,2.48,0.27,Sword Damage,Expert
36.49,0.72,4.76,140.24,637.47,0.3,3.34,5.58,0.38,Health,Unskilful
23.79,0.9,5.5,42.71,1089.5,0.8,10.16,2.69,0.16,Health,Expert
57.14,0.94,2.46,235.44,1218.8,0.0,6.91,0.0,0.67,Health,Berserker
20.63,0.86,6.5,61.17,620.74,0.96,10.82,3.25,0.05,Armor,Tactic
69.0,0.91,4.05,225.37,1285.67,0.0,11.52,0.06,0.73,Sword Damage,Berserker
57.8,0.92,2.09,210.89,1154.53,0.05,15.94,0.0,0.86,Sword Damage,Berserker
28.45,0.86,4.19,83.45,757.9,0.56,12.89,3.9,0.37,Shield,Expert
75.57,0.91,3.15,241.77,1597.59,0.1,7.8,7.31,0.72,Sword Damage,Speedrunner
19.78,0.93,7.7,25.87,635.15,1.0,0.24,0.0,0.0,Max Health,Tactic
27.27,0.94,6.24,41.9,756.46,0.61,8.74,5.13,0.26,Shield,Expert
26.42,0.94,4.6,19.62,699.63,0.53,13.79,1.5,0.19,Velocity,Expert
23.85,0.89,4.54,197.35,571.29,0.44,11.03,2.26,0.24,Sword Damage,Expert
36.32,0.94,5.35,119.74,1323.97,0.29,10.94,1.91,0.29,Health,Expert
23.56,1.0,4.71,5.95,779.86,0.85,8.91,2.15,0.19,Max Health,Tactic
31.56,0.99,5.95,8.94,883.26,0.51,9.6,3.87,0.29,Shield,Expert
29.82,0.79,5.34,142.17,790.27,0.36,6.08,2.92,0.27,Max Health,Unskilful
26.42,1.0,6.15,23.88,828.53,0.79,8.57,1.88,0.21,Shield,Tactic
46.54,0.89,3.06,190.88,1118.8,0.42,17.41,7.2,0.56,Bow Damage,Speedrunner
63.36,1.0,2.04,153.85,1609.22,0.42,11.2,6.72,0.71,Velocity,Speedrunner
31.9,0.65,4.29,121.99,597.42,0.52,5.19,6.46,0.26,Max Health,Unskilful
37.16,0.52,6.24,142.7,676.33,0.56,3.1,1.42,0.13,Shield,Unskilful
37.55,0.64,3.85,149.81,587.91,0.32,4.55,4.2,0.64,Health,Unskilful
33.03,0.61,4.4,117.01,632.9,0.46,6.13,5.3,0.31,Armor,Unskilful
58.98,0.97,2.58,201.45,1651.11,0.22,14.51,7.48,0.61,Velocity,Speedrunner
31.07,0.67,4.27,125.23,617.57,0.54,5.33,6.56,0.2,Max Health,Unskilful
21.51,0.99,6.55,5.17,724.51,0.99,7.32,0.04,0.07,Shield,Tactic
49.29,0.87,4.57,231.31,1196.68,0.32,16.97,3.12,0.29,Health,Speedrunner
35.64,0.84,2.37,225.56,802.73,0.34,14.57,2.57,0.78,Velocity,Speedrunner
36.08,0.4,5.52,96.61,472.21,0.39,6.44,5.38,0.25,Health,Unskilful
77.84,0.9,2.89,257.24,1522.51,0.1,8.02,7.31,0.7,Sword Damage,Speedrunner
30.0,0.5,5.72,101.53,498.15,0.65,4.65,2.41,0.13,Health,Unskilful
21.57,0.99,7.2,0.0,736.66,0.99,8.77,0.0,0.03,Armor,Tactic
21.39,1.0,6.26,15.91,723.06,0.84,6.32,3.47,0.1,Armor,Tactic
32.76,0.59,4.37,116.8,616.78,0.47,6.51,5.25,0.34,Armor,Unskilful
24.36,0.66,4.97,95.44,507.66,0.44,7.7,7.2,0.34,Shield,Unskilful
22.18,0.99,5.32,34.73,720.56,0.8,9.93,1.82,0.18,Bow Damage,Tactic
23.09,0.67,5.18,100.54,483.37,0.61,9.32,5.84,0.19,Health,Unskilful
24.04,1.0,4.58,9.25,813.81,0.85,9.25,1.85,0.19,Max Health,Tactic
27.99,0.95,3.81,122.25,799.45,0.57,12.36,4.84,0.45,Velocity,Expert
28.28,1.0,5.34,29.1,758.6,0.6,17.32,3.67,0.24,Bow Damage,Expert
66.72,0.78,2.38,280.54,1584.11,0.0,12.65,0.0,0.83,Velocity,Berserker
24.38,0.64,4.75,128.61,460.42,0.5,3.53,3.86,0.4,Shield,Unskilful
26.7,0.71,4.79,119.34,611.54,0.5,3.83,2.34,0.36,Shield,Unskilful
21.48,0.99,5.61,14.4,774.92,1.0,12.13,0.14,0.07,Armor,Tactic
29.35,0.85,6.68,13.66,602.83,0.39,11.87,3.12,0.28,Bow Damage,Expert
31.28,0.83,5.19,34.43,819.87,0.55,14.52,5.08,0.16,Sword Damage,Expert
33.46,0.85,4.61,100.37,744.44,0.5,8.36,1.67,0.29,Health,Expert
28.37,0.99,4.63,70.88,930.46,0.65,14.69,4.26,0.3,Sword Damage,Expert
23.72,1.0,4.62,9.06,825.23,0.85,9.23,2.19,0.18,Max Health,Tactic
26.13,0.93,6.18,67.01,733.84,0.61,8.61,4.96,0.26,Shield,Expert
25.02,0.63,4.54,132.65,547.2,0.5,5.0,2.83,0.43,Health,Unskilful
50.49,0.9,2.5,191.96,1068.35,0.21,10.76,2.53,0.69,Sword Damage,Speedrunner
37.11,0.6,4.67,142.23,628.77,0.42,5.34,6.28,0.31,Health,Unskilful
39.27,0.79,5.44,247.06,972.63,0.38,16.56,2.51,0.5,Velocity,Speedrunner
51.55,0.7,3.97,72.54,1115.15,0.26,15.52,2.86,0.53,Max Health,Speedrunner
20.9,1.0,7.22,1.64,719.68,0.98,9.07,0.0,0.05,Armor,Tactic
44.66,0.87,4.27,230.13,1222.45,0.37,16.81,2.64,0.36,Health,Speedrunner
29.97,0.86,5.66,93.48,1014.3,0.55,12.33,0.02,0.21,Bow Damage,Expert
29.1,0.95,4.81,5.92,861.42,0.7,15.16,2.49,0.23,Bow Damage,Expert
33.74,0.85,4.53,105.29,726.28,0.5,7.61,2.21,0.29,Health,Expert
30.24,0.83,6.76,16.9,645.21,0.41,12.06,3.04,0.28,Bow Damage,Expert
30.31,0.78,5.47,135.29,766.46,0.37,5.9,3.14,0.21,Max Health,Unskilful
37.18,0.54,6.1,146.93,644.6,0.55,2.88,1.39,0.13,Shield,Unskilful
24.21,0.88,6.22,51.05,662.7,0.88,7.93,3.39,0.05,Bow Damage,Tactic
56.71,0.72,4.05,69.55,1122.24,0.26,15.69,2.6,0.51,Max Health,Speedrunner
35.39,0.92,3.53,77.25,1296.06,0.48,12.24,2.93,0.3,Velocity,Speedrunner
44.21,0.82,4.21,128.24,1077.73,0.3,16.65,7.77,0.44,Velocity,Speedrunner
29.16,0.52,5.58,109.1,495.46,0.66,4.38,2.34,0.16,Health,Unskilful
41.77,0.59,3.35,117.97,607.74,0.28,1.53,5.54,0.5,Shield,Unskilful
42.41,0.88,3.92,244.26,754.96,0.0,13.62,0.0,0.66,Sword Damage,Berserker
59.56,1.0,3.19,210.73,1478.06,0.19,6.45,7.02,0.62,Bow Damage,Speedrunner
27.68,0.97,3.44,133.18,721.32,0.57,11.75,4.19,0.45,Velocity,Expert
20.15,0.93,6.91,0.0,677.16,0.73,7.65,0.0,0.07,Bow Damage,Expert
52.12,1.0,4.05,104.17,1492.89,0.38,16.54,2.77,0.76,Bow Damage,Speedrunner
28.67,0.86,5.88,41.03,1314.39,0.59,13.5,4.01,0.22,Velocity,Expert
27.75,1.0,5.06,57.3,868.57,0.6,9.31,6.37,0.23,Bow Damage,Expert
61.71,0.93,1.88,312.91,1587.64,0.0,4.42,0.16,0.78,Velocity,Berserker
31.56,0.61,4.25,123.86,572.01,0.52,6.15,5.28,0.34,Armor,Unskilful
24.85,0.7,4.96,92.44,478.38,0.41,7.47,6.59,0.33,Shield,Unskilful
23.16,1.0,6.09,2.3,861.12,1.0,8.26,0.14,0.0,Max Health,Tactic
37.88,0.59,4.72,138.66,640.92,0.43,6.02,5.79,0.28,Health,Unskilful
27.23,0.86,4.26,175.5,781.69,0.48,7.37,5.53,0.23,Health,Unskilful
54.99,0.86,4.24,148.48,1203.49,0.32,12.68,5.73,0.44,Sword Damage,Speedrunner
68.26,0.88,2.38,225.41,1136.14,0.0,15.67,3.0,0.76,Armor,Berserker
21.38,0.94,6.36,0.0,723.47,0.93,8.33,0.17,0.01,Bow Damage,Tactic
27.52,0.99,5.3,25.34,854.19,0.62,17.38,4.17,0.24,Bow Damage,Expert
27.8,0.86,5.76,45.17,1321.45,0.6,14.1,3.97,0.23,Velocity,Expert
28.68,0.77,4.6,132.18,630.75,0.49,3.9,2.44,0.35,Shield,Unskilful
20.87,1.0,7.42,0.0,753.65,0.98,8.73,0.0,0.02,Armor,Tactic
16.71,0.92,6.35,87.81,533.59,1.0,5.93,1.0,0.01,Bow Damage,Tactic
19.93,0.94,6.92,0.0,630.79,0.72,7.36,0.01,0.06,Bow Damage,Expert
35.89,0.88,5.56,32.24,1006.31,0.49,8.9,6.65,0.36,Sword Damage,Expert
30.17,0.91,6.94,165.94,735.75,0.42,9.44,4.03,0.42,Shield,Expert
30.19,1.0,4.38,19.18,968.99,0.6,14.59,6.31,0.34,Bow Damage,Expert
41.11,0.73,4.89,191.19,962.7,0.29,14.4,2.41,0.29,Health,Speedrunner
55.4,0.89,3.02,225.2,1178.5,0.0,9.78,0.1,0.72,Health,Berserker
26.74,1.0,4.16,88.5,922.78,0.6,14.31,3.91,0.31,Sword Damage,Expert
37.64,0.65,3.93,147.88,606.32,0.29,4.22,4.04,0.59,Health,Unskilful
35.78,1.0,3.91,90.31,1020.59,0.49,14.23,7.37,0.35,Sword Damage,Expert
21.89,0.99,6.27,20.06,731.02,0.86,6.48,3.32,0.08,Armor,Tactic
19.7,0.92,6.19,15.32,635.19,1.0,11.71,3.44,0.03,Max Health,Tactic
56.53,0.86,2.0,248.99,1147.96,0.0,13.71,0.03,0.79,Sword Damage,Berserker
40.8,0.56,3.47,116.26,603.63,0.31,1.4,6.4,0.5,Shield,Unskilful
42.12,0.87,5.23,102.74,1202.77,0.31,15.35,4.93,0.36,Velocity,Speedrunner
90.9,0.82,1.82,217.92,1484.97,0.0,0.4,0.06,0.84,Sword Damage,Berserker
24.39,0.91,4.04,121.94,715.82,0.54,13.14,2.14,0.51,Bow Damage,Expert
49.74,0.96,2.94,59.51,1240.23,0.33,15.26,5.28,0.61,Sword Damage,Expert
23.59,0.99,4.43,11.93,814.88,0.86,9.55,2.35,0.2,Max Health,Tactic
40.45,0.88,3.89,241.0,779.44,0.0,12.58,0.07,0.67,Sword Damage,Berserker
21.36,1.0,5.72,0.0,733.47,0.99,7.45,1.52,0.1,Bow Damage,Tactic
20.38,0.88,6.55,61.41,603.54,0.92,9.94,3.64,0.06,Armor,Tactic
58.62,0.94,1.87,331.54,1556.02,0.0,3.12,0.0,0.81,Velocity,Berserker
64.62,0.87,2.49,215.79,1148.33,0.0,17.01,2.98,0.76,Armor,Berserker
52.17,0.84,4.18,157.36,759.18,0.0,11.2,0.03,0.78,Max Health,Berserker
20.52,0.85,6.48,37.93,643.32,1.0,7.42,0.4,0.08,Armor,Tactic
21.05,1.0,5.7,6.51,717.03,0.99,7.6,1.72,0.09,Bow Damage,Tactic
38.44,0.42,3.35,94.23,465.27,0.19,5.28,6.26,0.44,Shield,Unskilful
65.13,0.88,2.44,213.61,1156.86,0.0,18.46,2.81,0.76,Armor,Berserker
34.93,0.71,3.86,129.02,693.3,0.47,6.39,5.94,0.38,Armor,Unskilful
32.73,0.75,4.08,136.7,673.76,0.47,6.53,5.9,0.42,Armor,Unskilful
29.96,0.91,4.46,109.96,1383.72,0.72,11.75,4.25,0.24,Health,Expert
21.01,0.92,6.04,48.49,678.88,1.0,4.85,1.62,0.11,Bow Damage,Tactic
32.62,0.6,4.38,120.78,634.25,0.5,6.35,5.17,0.29,Armor,Unskilful
31.83,0.99,4.82,40.1,1285.31,0.67,21.54,5.23,0.23,Velocity,Expert
23.13,0.92,4.7,12.76,690.85,0.89,12.95,3.14,0.18,Shield,Tactic
31.34,0.79,5.33,134.16,766.87,0.37,7.06,2.96,0.27,Max Health,Unskilful
47.88,0.89,4.46,261.67,1137.86,0.33,16.67,2.35,0.28,Health,Speedrunner
20.71,0.93,5.92,49.23,690.59,0.97,4.65,1.26,0.11,Bow Damage,Tactic
22.23,0.84,4.19,192.42,476.19,0.56,10.57,2.59,0.71,Velocity,Expert
60.5,0.9,4.65,175.82,1331.8,0.24,14.77,5.76,0.62,Velocity,Speedrunner
34.53,0.56,3.33,123.37,577.15,0.27,5.56,6.17,0.43,Shield,Unskilful
46.77,0.63,3.23,145.04,792.33,0.3,1.43,8.06,0.52,Health,Unskilful
44.44,1.0,3.28,181.4,1333.53,0.34,17.28,2.96,0.51,Bow Damage,Speedrunner
59.91,1.0,3.12,247.12,1689.78,0.17,10.05,7.17,0.68,Max Health,Speedrunner
31.15,1.0,5.0,48.36,1239.36,0.69,21.44,5.12,0.22,Velocity,Expert
18.5,0.85,6.25,21.62,554.01,0.98,6.23,1.24,0.06,Shield,Tactic
52.29,0.89,2.35,214.87,1149.21,0.18,9.63,3.12,0.7,Sword Damage,Speedrunner
44.65,0.95,3.33,350.85,943.0,0.0,15.91,1.0,0.51,Sword Damage,Berserker
15.9,0.93,6.27,116.72,535.41,1.0,12.27,0.0,0.02,Armor,Tactic
44.65,0.73,3.76,174.2,791.45,0.37,14.85,1.82,0.52,Velocity,Speedrunner
24.95,0.61,5.15,89.55,417.55,0.46,5.27,3.27,0.24,Max Health,Unskilful
22.32,0.94,4.69,11.77,681.27,0.85,12.41,3.19,0.16,Shield,Tactic
23.91,1.0,6.01,0.0,825.16,1.0,7.7,0.0,0.0,Max Health,Tactic
63.07,0.95,3.41,236.92,1769.05,0.0,7.98,0.02,0.71,Velocity,Berserker
28.16,0.63,4.37,138.52,532.42,0.53,5.21,2.86,0.4,Health,Unskilful
61.18,0.89,2.8,223.13,1203.92,0.0,8.47,0.0,0.76,Sword Damage,Berserker
34.49,0.61,4.51,138.23,565.46,0.41,6.62,6.06,0.31,Shield,Unskilful
49.81,0.83,5.95,152.92,816.18,0.0,14.24,0.0,0.57,Max Health,Berserker
61.08,0.83,2.49,323.99,1142.17,0.0,14.33,0.0,0.78,Max Health,Berserker
20.9,0.93,5.59,4.87,701.17,0.97,10.71,1.61,0.1,Velocity,Tactic
45.92,1.0,2.95,99.21,1215.32,0.38,19.21,8.05,0.57,Bow Damage,Expert
51.23,0.87,3.04,267.86,1165.18,0.0,10.58,0.09,0.74,Health,Berserker
17.77,0.89,6.65,34.02,496.62,0.89,9.02,2.26,0.03,Bow Damage,Tactic
20.72,0.87,6.69,31.3,644.66,1.0,8.02,0.0,0.1,Armor,Tactic
58.74,1.0,3.19,233.67,1546.84,0.16,6.7,6.4,0.62,Bow Damage,Speedrunner
47.47,0.81,6.03,129.29,869.0,0.0,13.77,0.06,0.59,Max Health,Berserker
23.95,0.6,5.16,94.57,382.65,0.48,5.01,3.8,0.24,Max Health,Unskilful
17.69,0.91,6.84,0.0,539.69,1.0,13.18,2.53,0.08,Bow Damage,Tactic
19.05,0.93,7.59,26.39,622.99,1.0,0.0,0.0,0.0,Max Health,Tactic
21.11,1.0,5.57,18.07,761.42,0.97,12.64,0.0,0.07,Armor,Tactic
32.47,0.95,4.79,161.38,1276.89,0.6,12.09,4.48,0.26,Bow Damage,Expert
43.64,0.87,5.36,98.39,1141.25,0.33,16.1,5.09,0.35,Velocity,Speedrunner
30.49,0.94,4.76,0.0,798.99,0.74,16.49,1.26,0.22,Bow Damage,Expert
24.36,0.61,5.03,134.24,463.93,0.48,3.63,4.23,0.4,Shield,Unskilful
55.9,0.93,2.15,188.09,1080.2,0.05,15.64,0.12,0.83,Sword Damage,Berserker
69.71,0.91,4.17,222.9,1299.42,0.0,13.06,0.03,0.75,Sword Damage,Berserker
18.38,1.0,6.24,0.52,645.5,1.0,10.65,3.55,0.12,Velocity,Tactic
32.03,0.66,4.52,122.05,562.11,0.52,5.03,6.51,0.25,Max Health,Unskilful
25.16,1.0,5.04,16.77,756.24,0.6,5.79,4.64,0.33,Max Health,Tactic
62.67,1.0,1.88,152.7,1598.74,0.41,10.47,7.27,0.74,Velocity,Speedrunner
52.89,0.82,4.43,137.25,890.46,0.0,10.34,0.0,0.76,Max Health,Berserker
53.82,0.85,1.96,246.85,1180.0,0.0,14.04,0.06,0.77,Sword Damage,Berserker
34.53,0.96,4.42,211.07,1050.01,0.42,15.12,0.56,0.39,Velocity,Speedrunner
66.04,0.84,2.57,321.81,1191.19,0.0,14.54,0.0,0.75,Max Health,Berserker
47.67,0.96,2.86,60.85,1213.41,0.33,15.69,5.28,0.6,Sword Damage,Expert
39.42,0.95,3.21,128.68,1027.07,0.0,15.24,0.0,0.56,Velocity,Berserker
63.83,0.9,1.77,177.42,1210.13,0.0,15.2,0.0,0.81,Sword Damage,Berserker
33.84,1.0,3.82,94.13,979.72,0.47,11.14,4.38,0.29,Sword Damage,Expert
36.43,0.93,3.2,48.82,1158.85,0.38,14.04,4.84,0.5,Sword Damage,Expert
28.48,0.88,4.2,54.93,795.5,0.64,15.34,1.79,0.29,Bow Damage,Expert
50.07,0.89,3.9,72.36,1710.27,0.61,0.0,10.07,0.36,Max Health,Expert
32.81,0.7,4.32,127.33,604.78,0.48,5.33,6.37,0.24,Max Health,Unskilful
29.46,0.8,4.13,175.98,737.11,0.41,3.65,5.07,0.46,Armor,Unskilful
16.87,0.87,6.63,34.87,492.78,0.85,9.58,1.63,0.04,Bow Damage,Tactic
27.2,0.94,4.57,29.75,713.28,0.51,12.67,1.89,0.21,Velocity,Expert
61.69,0.8,2.33,162.99,1299.94,0.0,15.21,0.0,0.72,Sword Damage,Berserker
53.54,0.84,3.94,154.82,850.0,0.0,9.83,0.12,0.77,Max Health,Berserker
57.53,0.8,2.88,185.11,1193.19,0.0,7.58,0.0,0.76,Velocity,Berserker
58.97,0.99,2.7,203.72,1648.18,0.25,14.91,7.5,0.6,Velocity,Speedrunner
21.63,0.91,5.3,0.0,696.2,1.0,9.6,1.3,0.1,Velocity,Tactic
69.39,0.77,2.55,288.82,1512.61,0.0,11.21,0.0,0.84,Velocity,Berserker
15.78,0.81,7.33,19.27,437.49,1.0,8.85,1.81,0.0,Shield,Tactic
